V1,V2,V3,V4,V5,V6,V7,Class
2,3,84703,84689,53458,70983,128213,3
4,3,43883,43875,140386,108380,143823,3
4,4,73363,73349,57859,15365,145532,7
5,2,39363,39355,146284,142286,93832,4
4,2,71700,71686,49106,131540,100452,4
2,2,93244,93229,67525,136543,94352,4
3,4,135774,135754,63605,55446,160705,3
4,4,46760,46752,125695,65583,148634,1
3,3,143408,143388,96116,1311,158069,7
2,1,90042,90028,84887,155734,91893,4
5,1,25718,25714,38442,66413,13583,4
2,3,103920,103904,121280,71405,127535,9
5,4,12724,12723,141954,31195,48386,1
2,4,90337,90323,9105,140120,23946,4
5,1,29462,29458,43217,93367,43751,10
2,2,91075,91061,133710,15968,127669,10
5,1,1802,1802,144458,81067,89694,4
1,4,108731,108713,100537,127142,150749,3
3,1,160635,160610,56379,150042,93571,4
4,4,69597,69583,60471,69013,160388,3
1,2,126791,126771,61178,132889,36512,3
2,3,90516,90502,25823,135224,119209,10
5,3,23000,22996,74242,56478,142705,7
4,4,65837,65824,4676,159351,103861,4
2,1,86751,86737,140450,93921,88867,9
1,4,108377,108359,163391,68071,135987,4
4,4,57341,57330,40278,124437,23466,4
5,3,21521,21517,153251,104238,94073,4
3,4,150046,150025,126103,73289,127598,9
2,4,75978,75964,100074,152038,151942,7
2,2,82003,81989,10068,104388,39070,4
5,3,2170,2170,163001,13820,33603,4
2,3,101749,101733,22741,137916,69714,4
1,3,108564,108546,157470,28772,33409,4
5,2,26662,26658,109133,100478,23325,7
5,4,18111,18108,91151,150765,117006,11
5,3,35682,35675,105837,134204,117339,11
1,1,118276,118258,108352,40237,70608,4
2,3,96993,96977,18221,108365,154416,3
4,3,59074,59063,149147,92754,40924,4
4,2,61698,61687,107010,79394,30840,7
3,4,141813,141793,8346,148241,85247,10
5,3,24792,24788,17634,126871,19508,4
1,3,123537,123519,150408,20600,71878,4
5,4,40562,40554,90413,52610,143779,7
2,4,76232,76218,103670,145645,151419,7
4,3,55281,55273,77278,12376,135527,7
5,4,34606,34600,93753,104784,127907,10
3,1,163343,163318,107953,119031,54640,3
2,3,93982,93967,31429,37249,122271,3
2,4,88060,88046,55672,6102,1524,4
1,3,108929,108911,85074,48896,140480,7
3,3,145501,145481,43110,1778,104765,4
4,2,62117,62106,108493,123646,9266,4
5,2,10645,10644,121583,19505,16140,4
5,1,42691,42683,32870,38748,19673,3
2,3,96323,96308,95973,27385,152076,3
3,3,137493,137473,130866,48182,123094,9
1,4,109412,109394,102683,68111,153828,7
4,2,64263,64250,100588,110539,46074,3
3,1,134575,134555,102781,56469,54445,4
5,4,26074,26070,119703,131353,142152,10
3,3,150452,150431,123169,53957,126257,2
1,4,108203,108185,157883,58533,22752,4
3,1,151150,151129,78584,154406,31987,10
3,1,161887,161862,104715,111950,26173,3
5,2,23277,23273,126625,65485,86451,7
5,2,10500,10499,135663,77237,105337,4
3,1,135802,135782,83243,44111,83041,3
4,2,68838,68824,34456,111018,17010,3
2,2,104915,104898,65731,132446,114479,4
4,2,49589,49581,96678,140224,107127,5
5,4,34915,34909,14473,20879,156905,3
2,4,104941,104924,10574,161527,106328,10
5,1,32307,32301,132151,32897,53278,9
2,2,84257,84243,58210,130778,80868,4
5,2,17881,17878,86959,80078,12860,7
5,3,11609,11608,18342,157902,40808,4
5,1,7859,7858,65635,156190,57988,4
2,3,92766,92751,55367,111211,126657,3
1,1,110850,110832,30445,97892,39607,10
5,4,22564,22560,64451,65322,144005,7
5,4,41898,41890,9706,148964,100413,4
3,2,139357,139337,18362,61019,2347,10
5,4,38823,38815,142294,6248,72156,1
1,2,116680,116662,42072,96384,2116,6
1,1,113805,113787,38044,102629,7391,10
4,1,52515,52507,91248,59191,63614,4
3,4,157715,157691,40975,9349,121347,5
5,4,18411,18408,63383,55001,163181,3
5,3,17979,17976,76849,157973,110719,7
1,4,108196,108178,157004,58830,26479,4
4,3,67475,67462,81632,79080,129975,7
1,4,114490,114472,148397,88569,102924,10
2,4,101421,101405,22481,98504,156965,3
5,2,32280,32274,144806,54178,26731,9
1,2,125791,125771,120971,2791,112542,7
1,4,128060,128040,154214,126714,162151,3
2,3,102976,102960,125055,117790,146204,3
5,3,17496,17493,104089,88715,128092,3
3,2,141736,141716,65840,152127,112719,4
4,1,48578,48570,114572,103984,27058,7
1,3,106045,106028,95365,141397,132288,7
1,3,112689,112671,158158,34010,24325,4
2,2,90184,90170,60175,157440,135950,4
5,1,35678,35671,115519,129735,5965,11
3,3,149037,149016,132416,106713,65430,10
2,2,102678,102662,118989,5314,48239,4
5,1,9813,9812,106685,113763,7392,7
4,1,62477,62466,94066,140850,107629,10
2,2,101069,101053,84915,634,27446,4
1,1,118727,118709,59451,160722,121939,4
5,1,15151,15149,138072,41090,49399,9
1,3,112211,112193,46745,39703,108832,7
2,2,92539,92524,150070,4813,44399,9
3,1,150286,150265,144120,51076,49963,9
5,2,38608,38600,94951,7458,104869,3
5,1,26924,26920,132554,108419,90463,7
4,2,51142,51134,135105,85177,18109,3
4,1,57486,57475,102242,114469,80704,3
2,2,90319,90305,75131,131498,118102,4
1,1,119699,119681,111112,7987,96502,4
3,1,153304,153281,114326,21220,58993,4
5,3,29997,29993,126654,22972,141965,1
3,3,134416,134396,148483,37234,4416,4
2,1,100353,100337,100505,144126,629,7
4,2,63608,63595,31372,76652,51470,6
4,3,55684,55676,112564,29482,123608,9
3,2,142591,142571,133005,64241,81378,4
3,1,154065,154042,57403,141999,70349,4
2,2,96879,96864,140012,112243,27463,10
3,1,162964,162939,128085,28766,87115,9
5,4,28532,28528,89682,55330,158199,3
5,4,28194,28190,156940,40993,104761,10
3,3,149210,149189,60523,69095,140520,3
4,3,64182,64169,162962,118782,154266,3
5,1,24071,24067,86928,116422,44413,2
1,4,128955,128935,160036,7145,133647,4
1,4,111558,111540,39815,34949,154017,3
3,2,138785,138765,13599,44382,81830,6
2,4,82096,82082,44519,2348,39775,10
3,3,138443,138423,36093,159242,43022,10
3,4,135119,135099,4112,132822,108841,5
4,2,59396,59385,134783,114575,23842,3
5,4,1536,1536,159857,604,126857,4
5,2,23157,23153,115577,65206,107361,7
4,1,65824,65811,68755,137807,83483,4
5,1,17348,17345,155876,104957,77205,3
5,1,36207,36199,90176,88931,85309,1
5,4,42040,42032,8624,148579,101905,4
5,2,11614,11613,54906,139174,92547,4
3,2,157577,157553,39309,98564,46511,10
3,1,160276,160251,19898,131831,58144,5
2,1,96430,96415,135370,41422,105293,4
5,1,9793,9792,106940,112554,5791,7
5,1,32930,32924,78617,136337,86138,4
5,1,32002,31996,135780,35095,100483,7
4,3,52238,52230,148824,21404,57158,1
2,2,87793,87779,10445,69991,45276,6
5,2,32936,32930,65863,138326,97172,4
3,1,156110,156086,129862,38625,99329,7
5,2,21684,21680,134630,81889,82572,10
1,1,130280,130260,124179,67158,49271,4
2,2,88889,88875,32269,4125,122870,7
5,1,32396,32390,135729,52784,43539,9
5,3,40476,40468,82029,62404,142533,7
2,1,93684,93669,8207,88387,108691,4
4,1,72368,72354,52096,78107,9522,4
3,2,142168,142148,128425,62855,89221,1
4,2,48976,48968,89499,114721,20098,9
1,2,108340,108322,111691,37499,103676,4
5,1,32937,32931,78600,137090,70039,4
4,2,48189,48181,106051,54410,92938,7
1,1,111070,111052,43126,83146,79356,6
3,3,163647,163622,30730,149678,66970,4
5,4,1494,1494,163463,1448,109727,4
2,4,92061,92047,95395,32468,150109,7
4,2,64032,64019,30554,128114,20479,3
2,3,78292,78278,85890,118294,141776,3
5,2,35247,35240,87033,111867,6048,7
2,1,82158,82144,19678,100616,104919,3
1,2,108499,108481,109184,37336,112819,4
4,2,55117,55109,93521,56177,105609,7
3,2,161491,161466,94262,55619,74536,4
5,1,11947,11946,56646,162144,80571,4
5,3,15603,15601,14135,125772,33902,4
2,3,102248,102232,82895,33251,146709,3
3,1,155601,155577,98589,25390,82686,8
2,3,88438,88424,122036,147644,153451,3
4,2,58806,58795,81706,140953,74114,4
5,2,18722,18719,138833,110923,19805,4
5,3,24173,24169,74084,98591,115206,2
1,3,113291,113273,22213,150106,61351,4
1,4,113074,113056,105096,47304,156609,3
2,4,88340,88326,42999,111749,160557,3
4,4,50560,50552,10189,17776,88526,6
5,2,30483,30479,120555,49031,76744,4
5,4,42868,42860,549,47167,54016,6
2,3,104698,104682,18876,152398,125184,4
4,4,70701,70687,161971,6291,73993,4
3,2,158554,158529,65828,99501,23901,8
2,4,95238,95223,162455,39499,116958,4
5,1,5760,5760,125010,17375,65201,7
4,4,74290,74276,3055,148645,122798,4
1,2,126943,126923,16083,158789,149788,4
1,3,109526,109508,126915,36583,135933,9
4,1,46603,46595,33545,118001,53664,3
3,1,155480,155456,52433,77723,31347,3
2,1,95681,95666,76827,161821,98375,4
5,4,43497,43489,31628,35332,157935,3
5,3,10223,10222,69999,92179,131489,3
3,3,151326,151305,9312,27147,136833,5
2,2,91483,91469,47155,86506,38838,3
2,2,99954,99938,51049,103092,11367,3
4,3,58430,58419,19429,62608,137049,3
3,1,133730,133710,80390,120884,79501,7
4,2,69339,69325,41902,26272,16951,4
1,1,118979,118961,61307,159733,115440,4
2,1,78092,78078,40759,124014,22624,10
2,4,88360,88346,46295,66351,155415,3
2,4,94081,94066,75573,23151,157863,3
3,3,143827,143807,120079,41895,93819,9
4,4,64026,64013,29373,81476,161655,3
5,4,40055,40047,76857,89117,153095,7
4,3,47333,47325,142034,30818,96352,4
2,4,84637,84623,34575,131441,110575,10
2,3,91279,91265,70629,19296,126627,3
3,4,138958,138938,38372,130835,102286,6
2,4,95583,95568,21496,157549,131196,5
2,2,91371,91357,34342,96110,69451,3
5,1,40404,40396,115440,46519,41648,7
3,1,153969,153946,64252,147399,62078,4
5,2,32370,32364,144064,57244,36009,9
5,4,29391,29387,26082,144540,134334,10
5,2,20400,20396,40164,109984,20716,10
3,4,141935,141915,39942,107482,133474,10
3,3,163527,163502,30734,150132,62482,4
3,3,139517,139497,161929,134432,148967,3
5,4,41281,41273,78653,87010,122458,9
3,2,136621,136601,122980,60136,134961,7
5,2,31625,31619,98085,71654,132844,7
1,4,114503,114485,145006,96295,103154,10
1,4,122687,122669,138890,110819,157523,3
3,1,149214,149193,62728,99309,22179,3
2,4,76482,76468,34521,97149,160711,3
5,3,31761,31755,77800,49323,145615,7
3,4,141857,141837,7837,117706,127803,10
3,2,152593,152570,23073,86147,17760,7
4,2,75265,75251,14933,37103,16554,4
2,3,98882,98866,22060,145612,118694,4
1,1,116828,116810,135195,261,115592,6
5,3,30725,30719,147905,12082,104176,10
1,2,133112,133092,18813,31315,17377,10
2,4,77767,77753,8599,158440,72611,4
1,3,127432,127412,18047,71719,45565,6
1,2,123847,123829,75922,1859,42397,4
4,1,73088,73074,111915,94608,18283,7
1,2,124234,124216,47995,159796,43955,4
3,4,140675,140655,161961,64326,91075,4
3,1,148952,148931,108840,36219,108162,4
1,1,106402,106385,109476,101482,26701,7
1,4,128528,128508,98331,97116,134816,7
1,2,124856,124838,110349,44090,81373,3
4,1,51842,51834,45181,40022,98856,7
1,2,123504,123486,98525,44836,110605,4
4,3,65596,65583,21218,144749,80884,5
2,4,100315,100299,85386,158375,151728,7
4,4,52014,52006,84294,135965,139209,7
4,2,47803,47795,49091,67033,28463,3
2,2,77131,77117,114404,2765,56188,4
5,3,28112,28108,150549,16814,59662,4
2,1,92756,92741,107952,128328,9548,3
2,3,94331,94316,23951,22927,78789,7
3,2,164802,164777,37271,51192,64076,3
5,3,14316,14315,81451,66090,135323,7
5,1,4030,4030,135583,14236,59220,3
3,2,143473,143453,114143,55179,97601,7
3,2,158444,158419,16821,76751,15152,3
2,1,79387,79373,109294,110005,1454,3
4,3,47708,47700,118770,107551,147983,10
1,2,131302,131282,136144,49490,78714,7
2,4,81694,81680,51827,8158,94963,6
3,2,134519,134499,108166,85324,103317,4
5,1,8427,8426,63799,119877,57126,5
1,4,107684,107666,4369,153145,65790,4
5,1,18884,18881,100976,59220,92127,4
2,2,100190,100174,59519,93121,10793,7
1,1,118508,118490,104735,48366,68635,10
1,4,119277,119259,37385,112873,152311,3
4,2,47518,47510,78711,54859,114703,10
1,2,124445,124427,61917,162357,120168,4
5,4,27021,27017,87314,146530,150519,7
2,3,77289,77275,143339,105280,124635,10
1,1,120447,120429,125449,58415,1083,7
4,4,56163,56152,4973,139157,116722,5
4,2,56674,56663,57783,105250,6363,10
3,1,148563,148542,114876,16821,146631,4
5,2,15718,15716,53554,153242,94134,4
3,1,160930,160905,57937,96074,112978,10
3,3,138698,138678,8571,53862,134516,5
1,4,121226,121208,31024,158456,101189,5
2,4,83760,83746,107631,56493,140333,10
1,3,107975,107957,41867,83227,140665,3
4,2,49544,49536,73412,139019,11182,3
3,2,148452,148431,69367,36244,22972,3
3,4,160859,160834,4714,138973,42747,10
3,1,140142,140122,25869,71258,574,7
3,1,150675,150654,54050,162517,42648,5
2,3,93979,93964,29364,22223,103499,3
4,3,48015,48007,85319,25551,144075,7
3,2,144534,144514,57182,160591,76581,4
4,1,67209,67196,106981,87746,69970,7
3,4,156957,156933,12963,141250,4367,4
5,3,12663,12662,140263,72150,105659,1
4,2,53372,53364,52612,112195,50999,4
3,4,151462,151441,11300,80393,27336,6
3,4,143726,143706,90124,47896,145026,7
5,4,4436,4436,162937,25980,107595,4
3,2,157291,157267,46680,148883,72845,4
4,2,59568,59557,39067,118049,70335,5
4,1,68627,68613,77641,142823,114674,4
2,3,104099,104083,118738,46872,96134,9
3,4,155956,155932,67782,51717,147712,7
1,1,122449,122431,6698,46568,5416,10
1,1,129588,129568,46873,150493,103137,4
3,1,145336,145316,21762,81811,6874,4
1,2,132610,132590,25575,68326,15186,3
3,4,148388,148367,32042,71240,161105,3
5,1,28456,28452,119498,61515,86326,3
4,2,53400,53392,61543,137357,117924,4
4,1,71932,71918,50568,62174,39380,10
5,4,22024,22020,65916,75570,154758,3
2,1,99761,99745,48344,131092,35772,3
1,1,106167,106150,113584,101177,18498,7
2,4,99417,99401,132258,158539,65839,4
4,4,46462,46454,27041,122449,120349,10
3,3,139589,139569,163355,136104,145310,3
2,1,81391,81377,55436,114032,104396,10
3,1,139898,139878,29718,75661,38759,7
5,2,13447,13446,129240,109921,13264,10
4,2,68008,67995,120454,133330,74541,9
1,1,133031,133011,12422,72392,46974,4
1,1,119164,119146,35014,139435,72018,10
2,2,104392,104376,57326,138630,52314,3
1,2,124795,124777,74135,87695,29128,3
3,1,148955,148934,107235,39941,119834,4
4,1,72696,72682,60230,88968,57745,10
1,4,113250,113232,5409,153400,16051,4
5,3,17250,17247,60271,82350,140522,3
5,1,10371,10370,13851,36796,23632,3
4,2,51731,51723,57460,36644,46719,7
1,3,126577,126557,122184,17313,108299,9
5,1,12426,12425,81119,20844,98604,3
3,4,159630,159605,162516,45587,20463,4
5,4,18616,18613,162345,20712,75288,4
4,1,72934,72920,90457,90389,33917,3
4,1,59155,59144,70186,105842,61059,4
2,2,95530,95515,35517,125163,83068,5
3,3,135332,135312,16166,133829,60373,4
5,3,19579,19575,21127,112618,33218,5
2,2,100813,100797,88367,8242,6782,4
5,1,36059,36051,21418,19317,25186,3
3,1,133496,133476,160967,2049,163744,8
5,2,31738,31732,100448,79234,118786,7
5,3,11303,11302,49813,81551,130991,3
5,2,28981,28977,62415,130249,104368,4
4,3,60419,60408,88909,42623,147272,3
2,1,104775,104759,66343,147689,43901,4
2,1,88402,88388,96830,119060,42237,3
2,3,83190,83176,151385,9436,1269,4
2,4,94871,94856,161439,17770,29848,4
2,3,75919,75905,102005,147701,134707,7
1,3,115000,114982,92161,34406,144443,7
4,2,56671,56660,56988,103621,6890,10
3,1,153408,153385,90662,21863,67965,4
4,4,45956,45948,3266,155390,119115,4
5,1,10407,10406,28805,75607,90289,3
1,1,109527,109509,157122,15331,97299,9
3,3,138090,138070,27191,146376,42108,4
5,1,11544,11543,54617,138291,84628,5
5,4,5793,5793,89611,43499,153801,7
1,1,123955,123937,115362,11711,55885,4
1,2,106164,106147,102816,132012,23335,7
5,3,24822,24818,17865,127379,23292,4
4,2,70650,70636,143939,46236,89753,4
2,3,97176,97160,104252,113720,142282,3
1,1,114295,114277,131333,68110,85265,4
2,1,76861,76847,106661,75204,77070,4
4,3,71521,71507,18575,143335,46040,4
5,3,15982,15980,124749,147522,155860,4
5,1,30574,30568,125082,55666,115568,4
4,1,70549,70535,103078,81012,112805,4
3,1,154723,154699,115472,10678,77413,4
2,1,76935,76921,105412,36721,74341,4
3,3,148522,148501,149152,19104,99450,4
2,3,88823,88809,17437,61598,115552,7
1,2,114493,114475,132725,8902,1988,10
3,2,163531,163506,76577,142669,82072,4
5,3,29925,29921,98088,18929,154085,3
3,1,156077,156053,129352,37793,103089,7
3,4,154168,154145,9611,155736,102021,4
1,1,115188,115170,126125,92071,14420,7
2,2,90463,90449,33367,120101,30200,10
1,4,124697,124679,11166,156244,88102,4
3,2,157815,157791,25922,28598,14150,6
1,1,130193,130173,125072,50891,30227,4
1,3,126884,126864,24200,135186,97267,4
5,3,1949,1949,162808,17061,38878,4
3,3,148437,148416,101665,58427,146000,3
1,2,121188,121170,89317,119382,75365,3
3,1,160416,160391,73935,154269,119920,4
5,3,3847,3847,41039,70047,148733,3
2,2,79010,78996,132875,36575,40973,4
2,3,104688,104672,23411,161997,104222,4
2,2,77699,77685,64157,146262,124395,4
1,4,121509,121491,12295,143414,53086,4
4,1,62459,62448,102062,141486,101987,10
5,4,43588,43580,22552,74286,162394,3
5,1,20032,20028,58996,163098,51867,4
1,1,110530,110512,53324,147039,91563,4
3,2,160584,160559,52339,144718,44055,4
5,3,7674,7673,20752,147582,69642,4
2,4,97964,97948,123730,55032,123188,9
1,3,108857,108839,86159,48471,154500,7
4,4,70682,70668,162477,22345,70880,4
3,2,162876,162851,138925,29171,81382,9
3,4,143867,143847,128887,58615,125254,9
3,4,149941,149920,82211,41052,141230,7
1,4,126034,126014,62535,45215,148389,7
3,2,154996,154972,124531,22497,38512,4
5,3,17655,17652,87926,153581,125603,7
3,4,149021,149000,156841,44394,94763,10
3,1,135752,135732,30754,72234,11562,3
1,1,110980,110962,42908,108823,92242,6
2,1,104564,104548,67405,147829,53307,4
3,3,135300,135280,16774,148205,96758,4
2,3,90271,90257,21771,139195,90007,4
4,3,65439,65426,146336,101101,146013,3
1,3,131905,131885,82076,91659,112815,2
3,2,144582,144562,56101,161367,66171,4
3,1,161573,161548,84743,79451,79054,4
1,3,125786,125766,81460,69822,139959,7
4,3,58104,58093,54394,12396,133356,7
3,1,156647,156623,143245,61982,16610,9
3,2,149682,149661,100825,65635,82671,7
1,4,131647,131627,109994,12314,135459,9
5,3,16929,16926,33785,9189,75995,10
5,2,12111,12110,49802,141375,87049,10
3,2,163834,163809,73981,145903,97461,4
3,3,146955,146934,149422,44291,86445,4
1,3,106365,106348,82893,153247,126202,7
4,3,53184,53176,14123,128407,72805,5
2,2,89877,89863,35371,108881,9623,5
2,2,79560,79546,94276,16991,122453,7
3,4,148107,148086,5252,138465,126984,10
4,2,73962,73948,131847,107192,61375,9
5,4,41621,41613,81843,135061,163618,3
5,1,23099,23095,85404,19995,100972,7
3,2,156410,156386,143096,28073,75863,9
3,4,149153,149132,104345,120893,158631,3
5,2,19898,19894,51573,149330,94700,4
3,1,158875,158850,92225,121266,26163,7
3,4,150279,150258,131608,58335,135482,9
3,4,148743,148722,158723,38511,100417,4
4,1,67635,67622,106237,109656,23825,7
3,4,140366,140346,46281,64771,163171,3
3,4,156698,156674,114073,68769,90020,2
4,3,45110,45102,144148,38682,87123,4
3,1,156177,156153,103088,20894,82204,7
5,1,15984,15982,61948,157192,61897,4
5,3,23305,23301,89281,46344,144016,7
4,4,46555,46547,30634,93961,160010,10
2,3,104078,104062,119956,43246,89773,9
1,2,107738,107720,51643,151926,76998,4
2,1,91356,91342,56861,57972,44858,3
5,2,29241,29237,41124,132826,73257,4
2,2,80403,80389,146099,6376,88283,9
3,1,140487,140467,122911,67960,56056,4
5,2,38290,38282,34930,107404,51604,3
1,3,123558,123540,144891,6554,124285,4
1,3,114357,114339,153826,15046,90359,4
1,1,106194,106177,126356,119664,5080,7
1,3,117455,117437,38609,95242,118585,7
2,1,102716,102700,114619,54978,95555,4
3,2,160612,160587,53639,136602,136281,4
2,1,77352,77338,135120,100597,31067,3
5,1,22206,22202,92637,14462,108712,3
1,3,118955,118937,14746,140301,92158,4
5,1,15179,15177,140064,45242,38518,9
4,3,50382,50374,44387,99381,151741,3
5,1,16791,16788,50980,154197,43873,4
3,1,142108,142088,108597,38888,63062,3
5,1,7137,7136,145212,114292,68228,9
2,2,97189,97173,85460,61226,26028,8
2,2,86554,86540,146219,6100,85259,9
4,4,55239,55231,61476,9738,152018,7
5,2,19587,19583,53771,139275,90631,5
1,2,122614,122596,135776,121610,23045,3
2,4,96170,96155,32412,112997,120123,10
5,2,9069,9068,147901,97775,33377,3
2,2,102501,102485,112782,7856,53590,4
5,3,21015,21011,150151,70860,74841,4
5,1,35825,35818,85622,91239,10548,3
3,2,157400,157376,65755,130893,72016,4
5,4,12257,12256,42224,103864,118190,10
2,3,105341,105324,47023,29718,1400,4
2,1,83732,83718,112467,86906,51016,10
5,4,9031,9030,120587,108296,159627,3
2,2,102129,102113,29405,126941,14010,10
2,4,77477,77463,32249,133708,118895,5
3,3,141275,141255,38405,141060,102800,5
4,3,65650,65637,18227,108607,32416,4
1,2,121326,121308,59022,143459,114967,4
5,2,22287,22283,97848,52162,77839,7
5,1,32128,32122,135735,44941,26785,9
5,2,3435,3435,60741,146594,111829,4
5,3,22028,22024,64267,107462,128883,3
3,2,148408,148387,48776,89156,4544,3
1,4,118634,118616,46531,121815,156639,3
1,2,124283,124265,58547,137689,97580,4
5,3,10934,10933,151732,6180,97413,4
3,2,157594,157570,40173,86419,48800,10
